iter	Logloss
209	0.5846732259
210	0.5839999914
211	0.5833286643
212	0.5827773809
213	0.582342267
214	0.5819071531
215	0.5813573003
216	0.5809252262
217	0.5802559853
218	0.5797078609
219	0.5792751312
220	0.5788413882
221	0.578297019
222	0.577870369
223	0.5774372816
224	0.5772768855
225	0.576734066
226	0.5763041973
227	0.575874567
228	0.5752168894
229	0.5747875571
230	0.5742456913
231	0.5735878944
232	0.5729356408
233	0.5725086331
234	0.5720846057
235	0.5716618299
236	0.5714994669
237	0.5710783601
238	0.5709173679
239	0.5704966784
240	0.5700759292
241	0.569422245
242	0.568887651
243	0.5684703588
244	0.5679326653
245	0.5674034953
246	0.5667573214
247	0.5665935874
248	0.5661748052
249	0.565757513
250	0.5653378963
251	0.564919591
252	0.5643942356
253	0.5638668537
254	0.5632243752
255	0.5626994371
256	0.5622867346
257	0.5617587566
258	0.5615551472
259	0.5609157085
260	0.5605063438
261	0.5600931644
262	0.5596802235
263	0.5594749451
264	0.5590660572
265	0.558860898
266	0.5587080717
267	0.5581873059
268	0.5577766299
269	0.5573713779
270	0.5568492413
271	0.5564431548
272	0.5560318828
273	0.5556260943
274	0.5549962521
275	0.5544778109
276	0.5539647341
277	0.5537646413
278	0.5533585548
279	0.5528427362
280	0.5524394512
281	0.552031219
282	0.551630795
283	0.5510074496
284	0.5504933596
285	0.5499851704
286	0.5494762659
287	0.5489678979
288	0.5484615564
289	0.5480594635
290	0.5476586223
291	0.5472621918
292	0.5468645692
293	0.5462465286
294	0.5458520055
295	0.5452335477
296	0.5448366404
297	0.5442267656
298	0.543831706
299	0.5433297753
300	0.5429352522
301	0.5427805781
302	0.5422825217
303	0.5418856144
304	0.5413854122
305	0.5409942269
306	0.5404962897
307	0.5399962664
308	0.5395007133
309	0.5393087268
310	0.5389175415
311	0.5384218693
312	0.5382773876
313	0.5380843878
314	0.5374826193
315	0.537093699
316	0.5367063284
317	0.536319077
318	0.5358247757
319	0.5353289247
320	0.5349419713
321	0.5343447924
322	0.5337466002
323	0.5331514478
324	0.5327643156
325	0.5322791934
326	0.5318964124
327	0.5314083099
328	0.5312198997
329	0.5307334661
330	0.5303487778
331	0.5298686028
332	0.5293824673
333	0.5290052891
334	0.5286215544
335	0.5282433629
336	0.5278612375
337	0.5273823738
338	0.5271945596
339	0.5268156528
340	0.5263333917
341	0.5257493854
342	0.5252711773
343	0.5246841311
344	0.5245012045
345	0.5240243077
346	0.5236483216
347	0.5232752562
348	0.5226951838
349	0.5221129656
350	0.5216395259
351	0.5212702751
352	0.5208956003
353	0.520524025
354	0.5201550126
355	0.5196822882
356	0.5193098783
357	0.5189417601
358	0.5184714794
359	0.5178981423
360	0.5174331665
361	0.5170593262
362	0.5165938735
363	0.516225934
364	0.5160879493
365	0.5157242417
366	0.5155805945
367	0.5152157545
368	0.5148485899
369	0.5144814849
370	0.5143024921
371	0.5138339996
372	0.5133687258
373	0.5130076408
374	0.5126452446
375	0.5122818947
376	0.5117149949
377	0.5113533139
378	0.5109905005
379	0.5105320811
380	0.5101698041
381	0.5096099377
382	0.5090465546
383	0.5085914135
384	0.5082314014
385	0.5078742504
386	0.5074191093
387	0.5070596933
388	0.5066068769
389	0.5064708591
390	0.5060172081
391	0.5055657625
392	0.5052077174
393	0.504652679
394	0.5042050481
395	0.5037501454
396	0.5036149621
397	0.503474474
398	0.5031203032
399	0.5026694536
400	0.5023141503
401	0.5019564033
402	0.5015100241
403	0.5011607409
404	0.5008063316
405	0.5003598928
406	0.5000112057
407	0.4996574521
408	0.4993105531
409	0.4988656044
410	0.4984186888
411	0.4978736043
412	0.4975290298
413	0.4971820414
414	0.4968297482
415	0.4964846075
416	0.4961380661
417	0.4956938624
418	0.4952555001
419	0.4948123693
420	0.4946437776
421	0.4941034317
422	0.4937624037
423	0.4933223128
424	0.4931528568
425	0.4927160144
426	0.4923718572
427	0.4920293093
428	0.4916841984
429	0.4913419485
430	0.4910011292
431	0.4906566143
432	0.4903187752
433	0.489979893
434	0.4895424843
435	0.4891077876
436	0.4886750579
437	0.4882395267
438	0.4879004955
439	0.4875614047
440	0.4871261716
441	0.4866014123
442	0.4864652157
443	0.4860354662
444	0.4856985211
445	0.4852713346
446	0.4847441018
447	0.4844090939
448	0.4840729833
449	0.4835534096
450	0.4830287397
451	0.4826974273
452	0.4823636413
453	0.4821991324
454	0.4817742705
455	0.4816500247
456	0.4813222289
457	0.4809850454
458	0.4804669619
459	0.4801369905
460	0.4798086286
461	0.479477644
462	0.4790542126
463	0.4787240028
464	0.4783951044
465	0.4778804183
466	0.4774654508
467	0.4770421386
468	0.4767127335
469	0.4762023687
470	0.4758747518
471	0.475456357
472	0.4751305282
473	0.4748036563
474	0.4744781852
475	0.4741515815
476	0.4738290906
477	0.4735081196
478	0.4731833339
479	0.4730215073
480	0.4728951156
481	0.4723892808
482	0.4720664024
483	0.4717436433
484	0.4715813398
485	0.4712562859
486	0.4709339738
487	0.4705231786
488	0.470113039
489	0.4697059393
490	0.4693834782
491	0.469063729
492	0.4687454402
493	0.4685847163
494	0.4682667851
495	0.4681077302
496	0.4677041769
497	0.4672958553
498	0.4669800401
499	0.4665667415
500	0.4662525952
501	0.4659332633
502	0.4656168222
503	0.4652965665
504	0.4648930728
505	0.4645744562
506	0.4641705453
507	0.4638575315
508	0.4637399912
509	0.4633383751
510	0.4630261064
511	0.4626267254
512	0.4623096585
513	0.4619953334
514	0.4616825879
515	0.4612820148
516	0.4611693621
517	0.4610540867
518	0.4606544375
519	0.4603439867
520	0.4600323737
521	0.4595445991
522	0.4592333138
523	0.4589223266
524	0.4585277736
525	0.458217293
526	0.457906872
527	0.4577926993
528	0.4574840069
529	0.4570012391
530	0.456692934
531	0.4563848376
532	0.4560742378
533	0.4557690024
534	0.455465287
535	0.4551578164
536	0.4550035
537	0.4546142817
538	0.4544913173
539	0.4540996552
540	0.4537914693
541	0.4534875154
542	0.4531837404
543	0.4528787732
544	0.4524889886
545	0.452180326
546	0.4518785477
547	0.4514032602
548	0.451292634
549	0.4509875178
550	0.450686276
551	0.4503813982
552	0.4500819743
553	0.4497813582
554	0.4494794011
555	0.4490945935
556	0.4487945139
557	0.4484920502
558	0.4481937587
559	0.4478929043
560	0.4475921988
561	0.4472073913
562	0.4469083548
563	0.4465247691
564	0.446144402
565	0.4458487034
566	0.4455518723
567	0.445081383
568	0.44478634
569	0.4444915056
570	0.4441915751
571	0.4437288046
572	0.4435814023
573	0.4431180358
574	0.442822814
575	0.4425290823
576	0.4422341585
577	0.4417693019
578	0.4414761662
579	0.441185832
580	0.4407245815
581	0.4402651191
582	0.4398874044
583	0.4394315779
584	0.4393228889
585	0.4390313029
586	0.4387410581
587	0.4384497404
588	0.4380781054
589	0.4379351735
590	0.4375575781
591	0.4371881485
592	0.4368175268
593	0.4364403486
594	0.4361542463
595	0.4358643293
596	0.4357568324
597	0.4354712963
598	0.4353652596
599	0.4352593124
600	0.4348869324
601	0.4345990419
602	0.4342314005
603	0.4338641763
604	0.433578372
605	0.4332928061
606	0.4329279959
607	0.4326428771
608	0.4325352907
609	0.4321683049
610	0.4318822324
611	0.4316003025
612	0.4312348962
613	0.4307889044
614	0.4305062592
615	0.4301406443
616	0.4298571944
617	0.429576695
618	0.4292948544
619	0.4290144742
620	0.4287330508
621	0.4286296368
622	0.4283444881
623	0.4279028177
624	0.427544117
625	0.4272636473
626	0.4271259308
627	0.4268444479
628	0.4265643358
629	0.4264616072
630	0.4261831641
631	0.4259035587
632	0.42554456
633	0.4254114032
634	0.4251334667
635	0.4248546362
636	0.4244942069
637	0.4241353273
638	0.4238635302
639	0.4235010147
640	0.4232241511
641	0.4229462743
642	0.4225138128
643	0.4222376347
644	0.4218851328
645	0.4214526415
646	0.4210958481
647	0.4209991097
648	0.4207227826
649	0.4202915132
650	0.4199401736
651	0.4195919037
652	0.4193150699
653	0.4190436602
654	0.4189352989
655	0.4188027084
656	0.4183761477
657	0.4180999994
658	0.417668879
659	0.4173269868
660	0.4170515537
661	0.4167815745
662	0.4165130258
663	0.4162419438
664	0.4158153832
665	0.4154676795
666	0.4151244462
667	0.4149933159
668	0.4147218466
669	0.4144560099
670	0.4140320718
671	0.4137647748
672	0.413423866
673	0.4132927358
674	0.4129521251
675	0.4126878977
676	0.4123489559
677	0.412083596
678	0.4118196368
679	0.4114798307
680	0.411062628
681	0.4108002186
682	0.4105365872
683	0.4104405344
684	0.4100238979
685	0.4096876383
686	0.4094256759
687	0.4090896845
688	0.4088279605
689	0.4085662961
690	0.4083059728
691	0.4078926742
692	0.4076312184
693	0.4073725045
694	0.4071111083
695	0.4067776203
696	0.4065192044
697	0.4061860442
698	0.4059262872
699	0.4056681097
700	0.4054086208
701	0.405074954
702	0.4048156142
703	0.4046883881
704	0.4044318199
705	0.404173851
706	0.404081732
707	0.4038239121
708	0.4034177363
709	0.403160125
710	0.4029039741
711	0.4025751352
712	0.4021708369
713	0.4019160867
714	0.4015865922
715	0.4013321698
716	0.4010778069
717	0.4007475376
718	0.4006223381
719	0.4003680944
720	0.4000379443
721	0.39994663
722	0.3996938169
723	0.3994398117
724	0.3991872072
725	0.3988628685
726	0.3986105323
727	0.3983581662
728	0.3982658088
729	0.3979432583
730	0.397620976
731	0.3973690271
732	0.3969721198
733	0.3968474567
734	0.3964521289
735	0.3961307406
736	0.3958804607
737	0.3956302404
738	0.3953815401
739	0.3951327801
740	0.3948119581
741	0.3944927454
742	0.3942457438
743	0.3939960003
744	0.3937491179
745	0.3934304714
746	0.3931837082
747	0.3929371238
748	0.392618835
749	0.3923724592
750	0.3921260238
751	0.3918797076
752	0.3916334212
753	0.3913872838
754	0.3911425173
755	0.3908964694
756	0.3907781541
757	0.3906886578
758	0.3904427886
759	0.3901297748
760	0.3898098171
761	0.3895668387
762	0.3893225491
763	0.388935864
764	0.3886235654
765	0.3883116245
766	0.3879984021
767	0.38775599
768	0.3875136971
769	0.3872714639
770	0.3869614601
771	0.3867194057
772	0.3864787817
773	0.3863611221
774	0.3861204982
775	0.3858786523
776	0.3856395483
777	0.3853259683
778	0.3849436045
779	0.3847048581
780	0.3844647408
781	0.3842259049
782	0.3839188218
783	0.3836803138
784	0.383300066
785	0.3830616474
786	0.3828247488
787	0.3825864792
788	0.3822093606
789	0.3819046021
790	0.3816000819
791	0.3813621998
792	0.3811272383
793	0.3807508945
794	0.3805158138
795	0.3802796602
796	0.3800449073
797	0.3798089027
798	0.3795743585
799	0.3793397248
800	0.3791051507
801	0.3787322938
802	0.3784992695
803	0.3781977594
804	0.3778965473
805	0.3776639104
806	0.3772931099
807	0.3770605922
808	0.3766900003
809	0.3764576316
810	0.3760887384
811	0.3758579493
812	0.3755557537
813	0.3753250241
814	0.3750929832
815	0.3748623133
816	0.3747787476
817	0.3745495379
818	0.3743178248
819	0.3742058873
820	0.3738392591
821	0.3736103773
822	0.3733142018
823	0.3730868399
824	0.3727878928
825	0.3724230826
826	0.3721960783
827	0.3719662726
828	0.3717380166
829	0.371376276
830	0.3710839152
831	0.3707213402
832	0.3704306185
833	0.3702028692
834	0.3699764609
835	0.3697515726
836	0.3694560528
837	0.3692297935
838	0.3689371347
839	0.3688545823
840	0.368629694
841	0.3683401346
842	0.3682304621
843	0.368005991
844	0.3677168489
845	0.3674938679
846	0.3672696948
847	0.3670454919
848	0.3666900098
849	0.366401583
850	0.3661146462
851	0.3658935428
852	0.3656699061
853	0.3654475808
854	0.3650943041
855	0.3648080826
856	0.3645192981
857	0.3642987013
858	0.3640767932
859	0.3637924492
860	0.3635722399
861	0.3632848561
862	0.3630646467
863	0.3628458381
864	0.3626258373
865	0.362405777
866	0.3621884286
867	0.3619051278
868	0.361623317
869	0.3614063859
870	0.361186713
871	0.3610810637
872	0.3608629107
873	0.3606447577
874	0.3604269028
875	0.3600812554
876	0.3598634601
877	0.359646976
878	0.3594306111
879	0.3592144251
880	0.3589980602
881	0.3586519659
882	0.358435899
883	0.3581587076
884	0.3578155637
885	0.3575997651
886	0.3572569191
887	0.3569790125
888	0.3568752408
889	0.3566611409
890	0.3564471304
891	0.3562345505
892	0.3559573293
893	0.3557448089
894	0.3555324078
895	0.3553188443
896	0.354978472
897	0.3547663689
898	0.3544262052
899	0.3541525602
900	0.3538805842
901	0.3536073267
902	0.3533970118
903	0.3531242311
904	0.3527864218
905	0.3524500728
906	0.3521791101
907	0.3519693017
908	0.3517597318
909	0.3515500724
910	0.3513419628
911	0.3511310816
912	0.3507983983
913	0.3505890369
914	0.3503192067
915	0.3501113355
916	0.3498431146
917	0.3496356308
918	0.3494279981
919	0.3492206037
920	0.3490131497
921	0.3486814499
922	0.3484153152
923	0.3482096493
924	0.3480026722
925	0.3476728499
926	0.3474073112
927	0.3471419513
928	0.3469353318
929	0.3467314541
930	0.3465276957
931	0.3463212848
932	0.3460579515
933	0.3457900882
934	0.3456897736
935	0.3453625143
936	0.345159173
937	0.3448963761
938	0.3446933031
939	0.3446196914
940	0.3442931175
941	0.3440927863
942	0.3438898623
943	0.3436871469
944	0.3434843421
945	0.3431608975
946	0.3429006934
947	0.342698276
948	0.3424985111
949	0.3421756625
950	0.3419734836
951	0.3417152762
952	0.3415144682
953	0.3411934376
954	0.340934515
955	0.3406769633
956	0.3404197097
957	0.3402207494
958	0.3399637938
959	0.3397637904
960	0.3395652175
961	0.3393679857
962	0.3391114473
963	0.3389131427
964	0.3385949433
965	0.3383994997
966	0.338201344
967	0.3381050229
968	0.3379083276
969	0.3376527429
970	0.3374575078
971	0.3372021914
972	0.3369497955
973	0.3367535472
974	0.3364966512
975	0.3362993002
976	0.3361045718
977	0.3359085917
978	0.3357141018
979	0.3354623318
980	0.3352681398
981	0.3349558711
982	0.3346425295
983	0.3344497383
984	0.3342556357
985	0.3340617418
986	0.3338691592
987	0.3336753249
988	0.3333639503
989	0.3331714869
990	0.3329183459
991	0.3326695561
992	0.33247751
993	0.3322855532
994	0.3320948482
995	0.3317856193
996	0.3315937817
997	0.3313436508
998	0.3311520219
999	0.3309056163
